 THREAD_ID, issueTime
0,  109779340 
0,  109781111 
0,  109784753 
0,  109786495 
0,  109788294 
0,  109790020 
0,  109791772 
0,  109795411 
0,  109797365 
0,  109797365 
0,  109799182 
0,  109800994 
0,  109815030 
0,  109821867 
0,  109827015 
0,  109830638 
0,  109832461 
0,  109834223 
0,  109835999 
0,  109838060 
0,  109843485 
0,  109855691 
0,  109861164 
0,  109873411 
0,  109878735 
0,  109885593 
0,  109890911 
0,  109894255 
0,  109896006 
0,  109897886 
0,  109899710 
0,  109899710 
0,  109901577 
0,  109903438 
0,  109905251 
0,  109906971 
0,  109908694 
0,  109910536 
0,  109912305 
0,  109914024 
0,  109915908 
0,  109915908 
0,  109917663 
0,  109919433 
0,  109921355 
0,  109923166 
0,  109923166 
0,  109924981 
0,  109926889 
0,  109932218 
0,  109932218 
0,  109934002 
0,  109939181 
0,  109940799 
0,  109942511 
0,  109944294 
0,  109944294 
0,  109946152 
0,  109948009 
0,  109949764 
0,  109949764 
0,  109951553 
0,  109953411 
0,  109956955 
0,  109968335 
0,  109970276 
0,  109972078 
0,  109973821 
0,  109973821 
0,  109975587 
0,  109977411 
0,  109979215 
0,  109980962 
0,  109982632 
0,  109982632 
0,  109984401 
0,  109986263 
0,  109991587 
0,  109991587 
0,  109993352 
0,  109995177 
0,  109998739 
0,  110000481 
0,  110002240 
0,  110003868 
0,  110005739 
0,  110007544 
0,  110007544 
0,  110009305 
0,  110011106 
0,  110012834 
0,  110014625 
0,  110016298 
0,  110018043 
0,  110018043 
0,  110019860 
0,  110021616 
0,  110023318 
0,  110025095 
0,  110026798 
0,  110028725 
0,  110030549 
0,  110035914 
0,  110035914 
0,  110037570 
0,  110039302 
0,  110041146 
0,  110041146 
0,  110042975 
0,  110074091 
0,  110080976 
0,  110084366 
0,  110087797 
0,  110089529 
0,  110093259 
0,  110095095 
0,  110095095 
0,  110096896 
0,  110098771 
0,  110111099 
0,  110116421 
0,  110135513 
0,  110147608 
0,  110160091 
0,  110175250 
0,  110192884 
0,  110198298 
0,  110201613 
0,  110203323 
0,  110205036 
0,  110206750 
0,  110208549 
0,  110210352 
0,  110212048 
0,  110213805 
0,  110213805 
0,  110215630 
0,  110217492 
0,  110219250 
0,  110221073 
0,  110221073 
0,  110222820 
0,  110224616 
0,  110226296 
0,  110228028 
0,  110229814 
0,  110229814 
0,  110231725 
0,  110233626 
0,  110235492 
0,  110237332 
0,  110237332 
0,  110239191 
0,  110241312 
0,  110243135 
0,  110243135 
0,  110244952 
0,  110246783 
0,  110248615 
0,  110248615 
0,  110250374 
0,  110252276 
0,  110254040 
0,  110254040 
0,  110255894 
0,  110257721 
0,  110259501 
0,  110259501 
0,  110261402 
0,  110263174 
0,  110265030 
0,  110265030 
0,  110266958 
0,  110268705 
0,  110270575 
0,  110272340 
0,  110274192 
0,  110274192 
0,  110276060 
0,  110278141 
0,  110278141 
0,  110279931 
0,  110281788 
0,  110283694 
0,  110283694 
0,  110285564 
0,  110287401 
0,  110289175 
0,  110290990 
0,  110290990 
0,  110292804 
0,  110294698 
0,  110296532 
0,  110296532 
0,  110298617 
0,  110300450 
0,  110300450 
0,  110302357 
0,  110304123 
0,  110305989 
0,  110307831 
0,  110309624 
0,  110309624 
0,  110311445 
0,  110313251 
0,  110315130 
0,  110315130 
0,  110316939 
0,  110318838 
0,  110320717 
0,  110322445 
0,  110324298 
0,  110326078 
0,  110326078 
0,  110327877 
0,  110329722 
0,  110329722 
0,  110331791 
0,  110333928 
0,  110335761 
0,  110337537 
0,  110337537 
0,  110339460 
0,  110341314 
0,  110343116 
0,  110349571 
0,  110351382 
0,  110354778 
0,  110356518 
0,  110358278 
0,  110360064 
0,  110360064 
0,  110363662 
0,  110363662 
0,  110365455 
0,  110367265 
0,  110369094 
0,  110370900 
0,  110372901 
0,  110374723 
0,  110376548 
0,  110378353 
0,  110383681 
0,  111039851 
0,  111078651 
0,  111105858 
0,  111117625 
0,  111139649 
0,  111151531 
0,  111172476 
0,  111188720 
0,  111212880 
0,  111225831 
0,  111250372 
0,  111264555 
0,  111290418 
0,  111307308 
0,  111333435 
0,  111347806 
0,  111371961 
0,  111386207 
0,  111412334 
0,  111445201 
0,  111464113 
0,  111478271 
0,  111517110 
0,  111533926 
0,  111557065 
0,  111576354 
0,  111599594 
0,  111616994 
0,  111640428 
0,  111655074 
0,  111680199 
0,  111683823 
0,  111689580 
0,  111693171 
0,  111694958 
0,  111696780 
0,  111698615 
0,  111700430 
0,  111709656 
0,  111709656 
0,  111711582 
0,  111753070 
0,  111754769 
0,  111756539 
0,  111795418 
0,  111797177 
0,  111853650 
0,  111867895 
0,  111867895 
0,  111877750 
0,  111887512 
0,  111888912 
0,  111891757 
0,  111894613 
0,  111936001 
0,  111943301 
0,  111949141 
0,  111992543 
0,  111997751 
0,  112025325 
0,  112032520 
0,  112037070 
0,  112076094 
0,  112095571 
0,  112112468 
0,  112129073 
0,  112151863 
0,  112169670 
0,  112186689 
0,  112202957 
0,  112218052 
0,  112232336 
0,  112247201 
0,  112262394 
0,  112277797 
0,  112299839 
0,  112326470 
0,  112396093 
0,  112416184 
0,  112696451 
0,  112721999 
0,  112739665 
0,  112768093 
0,  112782817 
0,  112809530 
0,  112825596 
0,  112854931 
0,  112879243 
0,  112905825 
0,  112921632 
0,  112949119 
0,  112956198 
0,  112960803 
0,  112962344 
0,  112963821 
0,  112966878 
0,  112968374 
0,  112969912 
0,  112971399 
0,  112972865 
0,  112974329 
0,  112974329 
0,  112975875 
0,  112977347 
0,  112978805 
0,  112980265 
0,  112981719 
0,  112981719 
0,  112983227 
0,  112984855 
0,  112986380 
0,  112986380 
0,  112988007 
0,  112988007 
0,  112989876 
0,  112991713 
0,  112991713 
0,  112993425 
0,  112995056 
0,  112995056 
0,  113032230 
0,  113038086 
0,  113043944 
0,  113080484 
0,  113081881 
0,  113083539 
0,  113085089 
0,  113129257 
0,  113134880 
0,  113139117 
0,  113140589 
0,  113183415 
0,  113184746 
0,  113186111 
0,  113230491 
0,  113237158 
0,  113242415 
0,  113243862 
0,  113320778 
0,  113326584 
0,  113391180 
0,  113399213 
0,  113434375 
0,  113435802 
0,  113437204 
0,  113477706 
0,  113479062 
0,  113517691 
0,  113523936 
0,  113527791 
0,  113561010 
0,  113562396 
0,  113563786 
0,  113604793 
0,  113612027 
0,  113616214 
0,  113617611 
0,  113652186 
0,  113653682 
0,  113655105 
0,  113696349 
0,  113699122 
0,  113703312 
0,  113747108 
0,  113753472 
0,  113759186 
0,  113792628 
0,  113794175 
0,  113799850 
0,  113842704 
0,  113848399 
0,  113854070 
0,  113887495 
0,  113889238 
0,  113894571 
0,  113929630 
0,  113932369 
0,  113932369 
0,  113975650 
0,  113982756 
0,  114015269 
0,  114021029 
0,  114025285 
0,  114059879 
0,  114065765 
0,  114071312 
0,  114101096 
0,  114103905 
0,  114108112 
0,  114152534 
0,  114185747 
0,  114193970 
0,  114226249 
0,  114254465 
0,  114259393 
0,  114264608 
0,  114296772 
0,  114298296 
0,  114336630 
0,  114340171 
0,  114342075 
0,  114372969 
0,  114410467 
0,  114414031 
0,  114415608 
0,  114452193 
0,  114453627 
0,  114455013 
0,  114460535 
0,  114502130 
0,  114504915 
0,  114506528 
0,  114544875 
0,  114569104 
0,  114592791 
0,  114595520 
0,  114597253 
0,  114637044 
0,  114638511 
0,  114642921 
0,  114682178 
0,  114697883 
0,  114704860 
0,  114727508 
0,  114731747 
0,  114772837 
0,  114778541 
0,  114782679 
0,  114816372 
0,  114818345 
0,  114820030 
0,  114860867 
0,  114860867 
0,  114862291 
0,  114903709 
0,  114909261 
0,  114913495 
0,  114948668 
0,  114950384 
0,  114953220 
0,  114954583 
0,  114995804 
0,  115000055 
0,  115041860 
0,  115043251 
0,  115045968 
0,  115045968 
0,  115090650 
0,  115104102 
0,  115123078 
0,  115141346 
0,  115145955 
0,  115147791 
0,  115184290 
0,  115187068 
0,  115188457 
0,  115192589 
0,  115233540 
0,  115239324 
0,  115246530 
0,  115284745 
0,  115286117 
0,  115324540 
0,  115325944 
0,  115331501 
0,  115369251 
0,  115376064 
0,  115380251 
0,  115415981 
0,  115415981 
0,  115417445 
0,  115457713 
0,  115463495 
0,  115469485 
0,  115505115 
0,  115506558 
0,  115507973 
0,  115539924 
0,  115543468 
0,  115546185 
0,  115586462 
0,  115592772 
0,  115627793 
0,  115629201 
0,  115630591 
0,  115634820 
0,  115674330 
0,  115682365 
0,  115687976 
0,  115720032 
0,  115721436 
0,  115724216 
0,  115763020 
0,  115764953 
0,  115764953 
0,  115812038 
0,  115822224 
0,  115846638 
0,  115855455 
0,  115862684 
0,  115896921 
0,  115902833 
0,  115907096 
0,  115941158 
0,  115942555 
0,  115946967 
0,  115990706 
0,  115996325 
0,  116001761 
0,  116034100 
0,  116035499 
0,  116037006 
0,  116076476 
0,  116077855 
0,  116082049 
0,  116120460 
0,  116126395 
0,  116130565 
0,  116163176 
0,  116164562 
0,  116203976 
0,  116205679 
0,  116207207 
0,  116247346 
0,  116257289 
0,  116261692 
0,  116289322 
0,  116290709 
0,  116292096 
0,  116338758 
0,  116344395 
0,  116348648 
0,  116383483 
0,  116384876 
0,  116386408 
0,  116430169 
0,  116431675 
0,  116435132 
0,  116540930 
0,  116542970 
0,  116542970 
0,  116544690 
0,  116546383 
0,  116546383 
0,  116548306 
0,  116572115 
0,  116574906 
0,  116625536 
0,  116643870 
0,  116661100 
0,  116676520 
0,  116696320 
0,  116712014 
0,  116728908 
0,  116758360 
0,  116774421 
0,  116803874 
0,  116820087 
0,  116840006 
0,  116871256 
0,  116946749 
0,  116955247 
0,  116959354 
0,  116963796 
0,  116965230 
0,  116966619 
0,  116969438 
0,  116970828 
0,  116972235 
0,  116973655 
0,  116975083 
0,  116976541 
0,  116977948 
0,  117025314 
0,  117032464 
0,  117050090 
0,  117068100 
0,  117069472 
0,  117072131 
0,  117111048 
0,  117112632 
0,  117152633 
0,  117154020 
0,  117159697 
0,  117197932 
0,  117200856 
0,  117238189 
0,  117242384 
0,  117245118 
0,  117246632 
0,  117289605 
0,  117291009 
0,  117292409 
0,  117334691 
0,  117338015 
0,  117376319 
0,  117377768 
0,  117382366 
0,  117422253 
0,  117428107 
0,  117431174 
0,  117471430 
0,  117474162 
0,  117477056 
0,  117510310 
0,  117515808 
0,  117518577 
0,  117521353 
0,  117563849 
0,  117565248 
0,  117569512 
0,  117605328 
0,  117624402 
0,  117634508 
0,  117670387 
0,  117688686 
0,  117702981 
0,  117716375 
0,  117730076 
0,  117744502 
0,  117758656 
0,  117771868 
0,  117785213 
0,  117803620 
0,  117818003 
0,  117831175 
0,  117847565 
0,  117874902 
0,  117947278 
0,  117971572 
0,  117999652 
0,  118025681 
0,  118040475 
0,  118064357 
0,  118079953 
0,  118103172 
0,  118117117 
0,  118137284 
0,  118157235 
0,  118179102 
0,  118209430 
0,  118225832 
0,  118246126 
0,  118264057 
0,  118286181 
0,  118291845 
0,  118296272 
0,  118299317 
0,  118300693 
0,  118303439 
0,  118304825 
0,  118306195 
0,  118308976 
0,  118310343 
0,  118313114 
0,  118314497 
0,  118314497 
0,  118333063 
0,  118334450 
0,  118335876 
0,  118376956 
0,  118379930 
0,  118384408 
0,  118427464 
0,  118428879 
0,  118430227 
0,  118474099 
0,  118488460 
0,  118492632 
0,  118523380 
0,  118524795 
0,  118526199 
0,  118565968 
0,  118567379 
0,  118570148 
0,  118608317 
0,  118614208 
0,  118617025 
0,  118655885 
0,  118657255 
0,  118661709 
0,  118705163 
0,  118707862 
0,  118710988 
0,  118748402 
0,  118771635 
0,  118867118 
0,  118887021 
0,  118950878 
0,  118968578 
0,  118983430 
0,  119004659 
0,  119020653 
0,  119043331 
0,  119124102 
0,  119140680 
0,  119156248 
0,  119173838 
0,  119193573 
0,  119224574 
0,  119244026 
0,  119261250 
0,  119280048 
0,  119304893 
0,  119323340 
0,  119342265 
0,  119363772 
0,  119383615 
0,  119392090 
0,  119448769 
0,  119451427 
0,  119454213 
0,  119514236 
0,  119530886 
0,  119545367 
0,  119567247 
0,  119584451 
0,  119603518 
0,  119619364 
0,  119644949 
0,  119665558 
0,  119671376 
0,  119675554 
0,  119678498 
0,  119679881 
0,  119682627 
0,  119723914 
0,  119791451 
0,  119812845 
0,  119829054 
0,  119846026 
0,  119867246 
0,  119902963 
0,  119938824 
0,  120017131 
0,  120035551 
0,  120050299 
0,  120075918 
0,  120108174 
0,  120132529 
0,  120153121 
0,  120183492 
0,  120269641 
0,  120287913 
0,  120304137 
0,  120327623 
0,  120348246 
0,  120369954 
0,  120421504 
0,  120563968 
0,  120581285 
0,  120610373 
0,  120627051 
0,  120649861 
0,  120667163 
0,  120695418 
0,  120714024 
0,  120742273 
0,  120758512 
0,  120814173 
0,  120830257 
0,  120851225 
0,  120870037 
0,  120891265 
0,  120926332 
0,  120944368 
0,  120964438 
0,  120980065 
0,  120995344 
0,  121075854 
0,  121092001 
0,  121107966 
0,  121129585 
0,  121150188 
0,  121172666 
0,  121247566 
0,  121264036 
0,  121280162 
0,  121297185 
0,  121319397 
0,  121335588 
0,  121359723 
0,  121375827 
0,  121443115 
0,  121459641 
0,  121475810 
0,  121496546 
0,  121512218 
0,  121576052 
0,  121593729 
0,  121609788 
0,  121632465 
0,  121647666 
0,  121673279 
0,  121700981 
0,  121719606 
0,  121893320 
0,  122015065 
0,  122256707 
0,  122271171 
0,  122287375 
0,  122313858 
0,  122328396 
0,  122355238 
0,  122450825 
0,  122466858 
0,  122482711 
0,  122504598 
0,  122519013 
0,  122544427 
0,  122559807 
0,  122644055 
0,  122657550 
0,  122673112 
0,  122693776 
0,  122708539 
0,  122734532 
0,  122837775 
0,  122852641 
0,  122868271 
0,  122890929 
0,  122905856 
0,  122931153 
0,  122949924 
0,  122972557 
0,  123072654 
0,  123085921 
0,  123100284 
0,  123123022 
0,  123137350 
0,  123154499 
0,  123230282 
0,  123242243 
0,  123256700 
0,  123283589 
0,  123299528 
0,  123329010 
0,  123427266 
0,  123438741 
0,  123453276 
0,  123471619 
0,  123497966 
0,  123513250 
0,  123633575 
0,  123645240 
0,  123660972 
0,  123687770 
0,  123702321 
0,  123732589 
0,  123834100 
0,  123848628 
0,  123864472 
0,  123878673 
0,  123898683 
0,  123915709 
0,  123942429 
0,  124039207 
0,  124051478 
0,  124066047 
0,  124080340 
0,  124101407 
0,  124116500 
0,  124207666 
0,  124219764 
0,  124234181 
0,  124248481 
0,  124269425 
0,  124284017 
0,  124298378 
0,  124310091 
0,  124323439 
0,  124336700 
0,  124498807 
0,  124544500 
0,  124561155 
0,  124575651 
0,  124591348 
0,  124612348 
0,  124626779 
0,  124653480 
0,  124761155 
0,  124775617 
0,  124801684 
0,  124831391 
0,  124850113 
0,  124872892 
0,  124887543 
0,  124973918 
0,  124987397 
0,  125003252 
0,  125023446 
0,  125038514 
0,  125067903 
0,  125171405 
0,  125184575 
0,  125197928 
0,  125212773 
0,  125225507 
0,  125239552 
0,  125252839 
0,  125265854 
0,  125590789 
0,  125606795 
0,  125621484 
0,  125644376 
0,  125659342 
0,  125694850 
0,  125713789 
0,  125748635 
0,  125763953 
0,  125776653 
0,  125790995 
0,  125804898 
0,  125819325 
0,  126760838 
0,  126780295 
0,  126796002 
0,  126811553 
0,  126840089 
0,  126855626 
0,  126876476 
0,  126890356 
0,  126963763 
0,  126976033 
0,  126990011 
0,  127004167 
0,  127024026 
0,  127037999 
0,  127058866 
0,  127074681 
0,  127142723 
0,  127153446 
0,  127169373 
0,  127182006 
0,  127193889 
0,  127210855 
0,  127239597 
0,  127241290 
0,  127354336 
0,  127366363 
0,  127378929 
0,  127403104 
0,  127418666 
0,  127438129 
0,  127453788 
0,  127473174 
0,  127487421 
0,  127517719 
0,  127533400 
0,  127601413 
0,  127613690 
0,  127637998 
0,  127662256 
0,  127745696 
0,  127757906 
0,  127771941 
0,  127791187 
0,  127877873 
0,  127888416 
0,  127904299 
0,  127923536 
0,  127939111 
0,  127964301 
0,  127986868 
0,  128004977 
0,  128022936 
0,  128096532 
0,  128108978 
0,  128123110 
0,  128146293 
0,  128161750 
0,  128182841 
0,  128196778 
0,  128216335 
0,  128300242 
0,  128312779 
0,  128329305 
0,  128352766 
0,  128366732 
0,  128386200 
0,  128508628 
0,  128609583 
0,  128627653 
0,  128640636 
0,  128653121 
0,  128666021 
0,  128692454 
0,  128770326 
0,  128784546 
0,  128797070 
0,  128811943 
0,  128836454 
0,  128848798 
0,  128862583 
0,  128884843 
0,  128959307 
0,  128971808 
0,  128990061 
0,  129004280 
0,  129016763 
0,  129042559 
0,  129087008 
0,  129105910 
0,  129220092 
0,  129235774 
0,  129248410 
0,  129260660 
0,  129285033 
0,  129299254 
0,  129331376 
0,  129347234 
0,  129413930 
0,  129427995 
0,  129440344 
0,  129454516 
0,  129476968 
0,  129492039 
0,  129521515 
0,  129610751 
0,  129626397 
0,  129639228 
0,  129651936 
0,  129674975 
0,  129689148 
0,  129704870 
0,  129719008 
0,  129772721 
0,  129793735 
0,  129807883 
0,  129846738 
0,  129867130 
0,  129881332 
0,  129902115 
0,  129916342 
0,  129976439 
0,  129988993 
0,  130002925 
0,  130020574 
0,  130035339 
0,  130049585 
0,  130061943 
0,  130090010 
0,  130112298 
0,  130125020 
0,  130187033 
0,  130201274 
0,  130215376 
0,  130242993 
0,  130256982 
0,  130277895 
0,  130292107 
0,  130351986 
0,  130365981 
0,  130380286 
0,  130399632 
0,  130419188 
0,  130439900 
0,  130454380 
0,  130473831 
0,  130544318 
0,  130558415 
0,  130573010 
0,  130585004 
0,  130598563 
0,  130613355 
0,  130630704 
0,  130645204 
0,  130705291 
0,  130716036 
0,  130732545 
0,  130758773 
0,  130790838 
0,  130808130 
0,  130824208 
0,  130840233 
0,  130908018 
0,  130920530 
0,  130934883 
0,  130956129 
0,  130972535 
0,  130988322 
0,  131001408 
0,  131017009 
0,  131083054 
0,  131097497 
0,  131109927 
0,  131131061 
0,  131145535 
0,  131161310 
0,  131231970 
0,  131246071 
0,  131260116 
0,  131274668 
0,  131298970 
0,  131315006 
0,  131334175 
0,  131395882 
0,  131465338 
0,  131481750 
0,  131521646 
0,  131531342 
0,  131542666 
0,  131565257 
0,  131685570 
0,  131697140 
0,  131708027 
0,  131721033 
0,  131724812 
0,  131743763 
0,  131755763 
0,  131787647 
0,  131799079 
0,  131891132 
0,  131904461 
0,  131915481 
0,  131927246 
0,  131948660 
0,  131959590 
0,  131986878 
0,  132070449 
0,  132085258 
0,  132096618 
0,  132119223 
0,  132138503 
0,  132178973 
0,  132198981 
0,  132298743 
0,  132310606 
0,  132322244 
0,  132342778 
0,  132358536 
0,  132373230 
0,  132559516 
0,  132575428 
0,  132584205 
0,  132599761 
0,  132677200 
0,  132688744 
0,  132700315 
0,  132710218 
0,  132733321 
0,  132746243 
0,  132768728 
0,  132789046 
0,  132894988 
0,  132908143 
0,  132923016 
0,  132945507 
0,  132960131 
0,  132985408 
0,  133001415 
0,  133026719 
0,  133126320 
0,  133137987 
0,  133153920 
0,  133168271 
0,  133186640 
0,  133202642 
0,  133228093 
0,  133242661 
0,  133328079 
0,  133340050 
0,  133355810 
0,  133386783 
0,  133401436 
0,  133482658 
0,  133494522 
0,  133510611 
0,  133539562 
0,  133556676 
0,  133581995 
0,  133677626 
0,  133689603 
0,  133704305 
0,  133727180 
0,  133741685 
0,  133767227 
0,  133783130 
0,  133864390 
0,  133877399 
0,  133891768 
0,  133913209 
0,  133929472 
0,  133954954 
0,  133969627 
0,  133995089 
0,  134009556 
0,  134033434 
0,  134048640 
0,  134075050 
0,  134127796 
0,  134154094 
0,  134168542 
0,  134262607 
0,  134278657 
0,  134289881 
0,  134310129 
0,  134333377 
0,  134349626 
0,  134373870 
0,  134383211 
0,  134395158 
0,  134422972 
0,  134443614 
0,  134466913 
0,  134475825 
0,  134516788 
0,  134619702 
0,  134632776 
0,  134641958 
0,  134653875 
0,  134744326 
0,  134758913 
0,  134771403 
0,  134806616 
0,  134827492 
0,  134926525 
0,  134941731 
0,  134955342 
0,  135062603 
0,  135075931 
0,  135092140 
0,  135131943 
0,  135148945 
0,  135167312 
0,  135195740 
0,  135221401 
0,  135240438 
0,  135268458 
0,  135283735 
0,  135308906 
0,  135324928 
0,  135349875 
0,  135367163 
0,  135391877 
0,  135408759 
0,  135434018 
0,  135533691 
0,  135551491 
0,  135567208 
0,  135580921 
0,  135600828 
0,  135618400 
0,  135661534 
0,  135690305 
0,  135706819 
0,  135732141 
0,  135749398 
0,  135773308 
0,  135790995 
0,  135813679 
0,  135828260 
0,  135910225 
0,  135922497 
0,  135938748 
0,  135964325 
0,  135981965 
0,  136011305 
0,  136030090 
0,  136055496 
0,  136071669 
0,  136159775 
0,  136171194 
0,  136185879 
0,  136209248 
0,  136223960 
0,  136249237 
0,  136263891 
0,  136287675 
0,  136383715 
0,  136465168 
0,  136482303 
0,  136510659 
0,  136526535 
0,  136554708 
0,  136573324 
0,  136601473 
0,  136616247 
0,  136641925 
0,  136656526 
0,  136685841 
0,  136703268 
0,  136724452 
0,  136738997 
0,  136764579 
0,  136779090 
0,  136804616 
0,  136820570 
0,  136844578 
0,  136851803 
0,  136856185 
0,  136859065 
0,  136859065 
0,  136860452 
0,  136861840 
0,  136863236 
0,  136864588 
0,  136865959 
0,  136865959 
0,  136867343 
0,  136902064 
0,  136918985 
0,  137097966 
0,  137109776 
0,  137125772 
0,  137138857 
0,  137158710 
0,  137173221 
0,  137197273 
0,  137211979 
0,  137219277 
0,  137293859 
0,  137403939 
0,  137421060 
0,  137436188 
0,  137458765 
0,  137474779 
0,  137500285 
0,  137514962 
0,  137544294 
0,  137550120 
0,  137554605 
0,  137556231 
0,  137557619 
0,  137615065 
0,  137657835 
0,  137663533 
0,  137665210 
0,  137666856 
0,  137668571 
0,  137670328 
0,  137672262 
0,  137758187 
0,  137808852 
0,  137899999 
0,  137918085 
0,  137947255 
0,  137967173 
0,  137972160 
0,  137977895 
0,  137979738 
0,  137981466 
0,  137984208 
0,  137985610 
0,  138053393 
0,  138153862 
0,  138170693 
0,  138195206 
0,  138202162 
0,  138205843 
0,  138207885 
0,  138211316 
0,  138212748 
0,  138214137 
0,  138216911 
0,  138218301 
0,  138219688 
0,  138222464 
0,  138223849 
0,  138250329 
0,  138253048 
0,  138255905 
0,  138257282 
0,  138258650 
0,  138260037 
0,  138262776 
0,  138319031 
0,  138325121 
0,  138335094 
0,  138409917 
0,  138428720 
0,  138463362 
0,  138477952 
0,  138499638 
0,  138504708 
0,  138512516 
0,  138515737 
0,  138517164 
0,  138519945 
0,  138521330 
0,  138566735 
0,  138671812 
0,  138761039 
0,  138776582 
0,  138789623 
0,  138804957 
0,  138825301 
0,  138842017 
0,  138862407 
0,  138875450 
0,  138888703 
0,  138896460 
0,  138896460 
0,  138957286 
0,  138986922 
0,  139001482 
0,  139022725 
0,  139037279 
0,  139042878 
0,  139047070 
0,  139052851 
0,  139055557 
0,  139056892 
0,  139059645 
0,  139060997 
0,  139062372 
0,  139063725 
0,  139066492 
0,  139067843 
0,  139069196 
0,  139070591 
0,  139073403 
0,  139074814 
0,  139076187 
0,  139079007 
0,  139080516 
0,  139081931 
